的	白 勹 4
蓍	贲字腰 耂 匕 日
舯	舟 中
黉	学无子 龷 黄字底
酎	酉 寸
悃	忄 囗 木
洫	氵 3 皿
螬	虫 曹字头 日
瑗	⺩ 爫 1 左字框 又
庹	广 廿 尸 4
昝	夊 卜 日
栊	木 龙
镥	钅 鱼 日
桕	木 臼
鳇	鱼 白 ⺩
楗	木 聿 廴
堙	土 覀 土
颥	雨头 而 页
馘	䒑 自 戈 或字心
襻	衤 林 㐅 㐅 大 手
璺	臼裂 冂 同字心 冖 玉
锊	钅 爫 寸
掊	扌 立 口
毹	亼 青字底 刂 毛
锜	钅 大 可
衄	3 皿 5 里无日
蕞	贲字腰 日 耳 又
瓿	立 口 瓦
芴	贲字腰 勹 横两撇
锱	钅 巛 田
轵	车旁 口 八
枵	木 口 丂
绱	纟 龸 口
廒	广 龶 万无横 攵
穸	穴 夕
嵫	山 䒑 幺 幺
阊	门 日 日
鲡	鱼 1 丽下角 丽下角
葶	贲字腰 亮字头 丁
腠	月 春字头 天
埚	土 口 内
镡	钅 覀 日 十
蓠	贲字腰 亠 㐅 凵 禸
铟	钅 囗 大
砼	石 全字头 工
龢	亼 吅 口 扁字心 禾
棹	木 卢字头 日 十
鹇	门 木 鸟
泖	氵 卯
廑	广 革 二
蒡	贲字腰 帝字头 方
郐	全字头 云 阝
瘵	疒 祭字头 示
陧	阝 圼
酞	酉 大 4
瀹	氵 亼 吅 口 扁字心
杩	木 马
蝤	虫 酋
镅	钅 眉字框 目
缲	纟 口 吅 木
狃	犭 5 里无日
劓	自 田 丌 刂
恧	而 心
蟥	虫 龷 黄字底
喹	口 大 圭
枧	木 见
桤	木 山 己
酽	酉 1 业无横 厂
舣	舟 4 㐅
轺	车旁 召
舳	舟 由
塄	土 罒 方
唪	口 春字头 举字底
氍	目 目 隹 毛
糈	米 疋 青字底
躜	足旁 告字头 见字底 告字头 见字底 贝
镧	钅 门 束 丷
珙	⺩ 龷 八
蝰	虫 大 圭
厍	厂 车
嫘	女 田 糸
铒	钅 耳
筅	竹头 告字头 见字底
铗	钅 夫 丷
瘌	疒 束 刂
臌	月 壴 十 又
邾	3 未 阝
蝣	虫 方 卧人 子
綮	户 攵 糸
刿	山 夕 刂
椠	车旁 斤 木
镓	钅 宀 豕
箬	竹头 贲字腰 右
雩	雨头 1 丂
鲼	鱼 十 贲字腰 贝
钭	钅 斗
珧	⺩ 见字底 冫 飞无折
跽	足旁 己 心
洧	氵 左字框 青字底
鳜	鱼 厂 䒑 䶹 欠
蕻	贲字腰 镸 龷 八
邶	北字旁 比字旁 阝
虼	虫 卧人 6
旰	日 干
骒	马 田 木
璩	⺩ 虍 豕
黾	口 电
簟	竹头 覀 日 十
硗	石 尧字头 兀
棼	林 八 刀
墁	土 曼
埘	土 日 寸
畎	田 犬
菰	贲字腰 子 瓜
炱	厶 口 火
牖	片 户 甫
剞	大 可 刂
椐	木 尸 古
桄	木 尚字头 兀
鲦	鱼 夊 朩
鲐	鱼 厶 口
唼	口 立 女
稂	禾 4 艮
孑	了 1
垤	土 至
摅	扌 虍 心
驵	马 且
檗	尸 口 辛 木
磲	石 氵 匸 叚右角 木
蝾	虫 荧字头 木
屺	山 己
罨	罒 大 电
苤	贲字腰 不 1
窭	穴 米 女
馇	饣 木 旦
甏	壴 彡 瓦
陴	阝 卑六 十
咴	口 左字框 火
鬏	髟 禾 火
谫	讠 䒑 青字底 刂 刀
啶	口 宀 定字底
祆	礻 天
鳐	鱼 爫 缶
唛	口 龶 夊
剡	火 火 刂
逑	求 辶
绲	纟 日 比
噍	口 隹 灬
莛	贲字腰 壬 廴
钔	钅 门
劂	厂 䒑 䶹 欠 刂
甾	巛 田
钫	钅 方
荑	贲字腰 大框 弓
皲	冖 车旁 皮
胂	月 申
瘕	疒 叚字旁无二 二 叚右角 又
堍	土 免五 见字底 4
蕺	贲字腰 口 耳 戈
脬	月 爫 子
酴	酉 全字头 余字底
筢	竹头 扌 巴
洚	氵 夊 㐄
黪	黑 厶 大 彡
嫜	女 音 十
鞁	革 皮
吖	口 丷 2
鲭	鱼 龶 青字底
蛸	虫 尚字头 青字底
茚	贲字腰 卬字旁 1 卩
虿	1 万无横 虫
脒	月 米
垲	土 山 己
糇	米 亻 候右角 矢
爝	火 爫 罒 即字旁 寸
犰	犭 九
镘	钅 曼
搌	扌 尸 龷 畏字底
橥	犭 者 木
蔌	贲字腰 束 欠
瘐	疒 臼 人
醑	酉 疋 青字底
劐	贲字腰 隹 又 刂
劁	隹 灬 刂
沔	氵 1 2 5 5
铊	钅 宀 匕
砜	石 风省 㐅
邗	干 阝
肟	月 1 丂
铑	钅 耂 匕
淠	氵 田 丌
嘧	口 宀 心 3 山
矧	矢 弓 2
仂	亻 力
镦	钅 享字头 子 攵
躔	足旁 广 里 八 土
搛	扌 䒑 聿三 兼无䒑无彐
阽	阝 占
镝	钅 商字头 古
钇	钅 6
樨	木 尸 犀字心头 牛
鼷	鼠 爫 幺 大
耵	耳 丁
刭	经右角 工 刂
趼	足旁 开
眢	夕 㔾 目
胨	月 东二 小
脞	月 人 人 土
碡	石 龶 母
肷	月 欠
酏	酉 也
掭	扌 天 恭字底
㬎	日 幺 幺 灬
旸	日 5 横两撇
郴	林 阝
萜	贲字腰 巾 占
鲣	鱼 临字旁 又 土
碲	石 帝字头 巾
钋	钅 卜
铪	钅 合
瘊	疒 亻 候右角 矢
鼢	鼠 八 刀
狁	犭 厶 见字底
跞	足旁 乐二 小
肭	月 内
狴	犭 比 土
埯	土 大 电
痦	疒 五 口
鲰	鱼 耳 又
桊	龹 木
菡	贲字腰 5 氺 凵
氙	气 山
钌	钅 了
锇	钅 手 戈
腧	月 亼 青字底 刂
坌	八 刀 土
豇	豆 工
蛑	虫 厶 牛
筜	竹头 尚字头 彐
岍	山 开
傺	亻 祭字头 示
唣	口 白 七
蝻	虫 十 冂 南字心
卣	卢字头 囗 叚右角
胬	女 又 内 人
锎	钅 门 开
屦	尸 彳 米 女
枘	木 内
爇	贲字腰 土 八 土 九 4 灬
癃	疒 阝 夊 1 生
酤	酉 古
袼	衤 各
眵	目 夕 夕
哳	口 扌 斤
铴	钅 氵 5 横两撇
䏡	月 示
肼	月 井
琚	⺩ 尸 古
锾	钅 爫 1 左字框 又
箦	竹头 责
硭	石 贲字腰 亡
銎	工 几 4 金
哿	力 口 可
踺	足旁 聿 廴
赇	贝 求
冱	冫 1 彑
哚	口 几 木
吲	口 弓 2
鹱	鸟 贲字腰 隹 又
埏	土 3 延字心无撇 廴
泐	氵 阝 力
蕹	贲字腰 亠 乡 隹
镪	钅 弓 口 虫
茈	贲字腰 止旁 匕
蒹	贲字腰 䒑 聿三 兼无䒑无彐
砘	石 1 屯无横
墼	車 凵 殳 土
萏	贲字腰 尔字头 臼
蜣	虫 差字头 5
胲	月 亥
氆	毛 䒑 业 日
辁	车旁 全字头 ⺩
腽	月 日 皿
䴓	1 巾 鸟
锔	钅 尸 5 口
璁	⺩ 囱字框 夊 心
鹎	卑六 十 鸟
滗	氵 竹头 毛
镎	钅 合 手
蜞	虫 其
敫	白 方 攵
艚	舟 曹字头 日
鄹	耳 又 乑 阝
眍	目 匸 㐅
鲩	鱼 宀 二 见字底
铈	钅 亠 巾
柃	木 令
钐	钅 彡
飑	风省 㐅 勹 巳
苈	贲字腰 厂 力
捃	扌 聿三 3 口
溻	氵 日 羽
艴	弓 乔字底 尔字头 巴
鲵	鱼 臼 见字底
铕	钅 左字框 青字底
荬	贲字腰 5 冬字底 大
幞	巾 业 差字头 4
锖	钅 龶 青字底
煺	火 艮 辶
迮	乍 辶
圊	囗 龶 青字底
鳘	卧人 母 攵 鱼
粞	米 西
碹	石 宀 1 旦
攉	扌 雨头 隹
镩	钅 穴 中 中
厾	5 土 厶
牿	牜 告字头 口
烃	火 经右角 工
烀	火 3 丷 于无横
钬	钅 火
岽	山 东二 小
硇	石 囱字框 㐅
莶	贲字腰 亼 应字心
锬	钅 火 火
瀵	氵 米 田 龷 八
榍	木 尸 尚字头 青字底
筻	竹头 更
茺	贲字腰 充字头 见字底
箢	竹头 宀 夕 㔾
躞	足旁 訁 火 火 又
耩	二 木 寒字腰 冂 里无日
怊	忄 召
铼	钅 未 丷
蕲	贲字腰 兽字头 十 斤
铫	钅 见字底 冫 飞无折
佴	亻 耳
癍	疒 ⺩ 文 ⺩
菝	贲字腰 扌 尤无折 又
锼	钅 臼 2 又
礓	石 1 田 1 田 1
筘	竹头 扌 口
锪	钅 勹 横两撇 心
芠	贲字腰 文
觖	角 候右角 人
鲉	鱼 由
潲	氵 禾 尚字头 青字底
襞	尸 口 辛 衣
孓	了 4
锘	钅 贲字腰 右
炻	火 石
蹀	足旁 廿 5 木
蒐	贲字腰 鬼无厶 厶
耔	二 木 子
铘	钅 牙 阝
蒎	落字框 反字框 旅下角
眬	目 龙
耠	二 木 合
巯	经右角 工 充字头 荒字底
瘰	疒 田 糸
铚	钅 至
茳	落字框 工
锍	钅 充字头 荒字底
氕	气 3
峧	山 六 㐅
螋	虫 臼 2 又
舭	舟 比
疰	疒 4 王
痃	疒 亠 幺
鞡	革 扌 立
嚆	口 贲字腰 高
耱	二 木 广 林 石
瑖	⺩ 段字旁 殳
膦	月 米 夕 㐄
羰	差字头 山 左字框 火
撖	扌 5 耳 攵
醌	酉 日 比
砟	石 乍
镨	钅 䒑 业 日
钆	钅 5
蛲	虫 尧字头 兀
铥	钅 壬 厶
砫	石 4 王
锿	钅 衣框 口
鲒	鱼 吉
戤	乃 又 皿 戈
㙘	土 覀 女
鹛	眉字框 目 鸟
铌	钅 尸 匕
镱	钅 音 心
赍	索字头 人 人 贝
聍	耳 宀 丁
磉	石 又 双 木
宬	宀 戊 5
铹	钅 荧字头 力
鲚	鱼 文 乔字底
痄	疒 乍
蒇	贲字腰 戊 贝
菥	贲字腰 木 斤
嵁	山 其 5
荓	贲字腰 丷 开
㑇	亻 尔字头 彐
粿	米 田 木
鲽	鱼 廿 5 木
孖	子 子
薷	贲字腰 雨头 而
浈	氵 卢字头 贝
铽	钅 弋 心
锽	钅 白 ⺩
氾	氵 㔾
赕	贝 火 火
螵	虫 覀 示
耖	二 木 少三 3
耢	二 木 荧字头 力
骣	马 尸 子 子 子
鲘	鱼 反字框 同字心
钷	钅 匸 口
敔	五 口 攵
锓	钅 彐 冖 又
尜	小 大 小
菼	贲字腰 火 火
墚	土 氵 刀 横两点 木
耤	二 木 龷 日
茋	贲字腰 卬字旁 弋二 4
碈	石 卬字旁 弋二 日
䝙	豸 匸 㐅
邨	1 屯无横 阝
焗	火 尸 5 口
埼	土 大 可
玥	⺩ 月
喆	吉 吉
旻	日 文
珺	⺩ 聿三 3 口
璟	⺩ 景
祎	礻 韦
憭	忄 大 丷 日 小
啰	口 罒 夕
赟	文 1 弋 止旁 贝
噻	口 宀 寒字腰 八 土
瑄	⺩ 宀 1 旦
萩	贲字腰 禾 火
珪	⺩ 圭
鳉	鱼 丬 夕 寸
堃	方 方 土
崁	山 土 欠
迺	西 辶
啫	口 者
滘	氵 冖 八 工 口
鸮	口 丂 鸟
齁	自 田 丌 句
嘚	口 彳 旦 寸
纮	纟 左字框 厶
晞	日 㐅 左字框 巾
昇	日 3 廾
燊	火 火 火 木
芃	贲字腰 几 4
蒨	贲字腰 亻 龶 青字底
乂	㐅
垵	土 宀 女
燚	火 火 火 火
垚	土 土 土
鹟	八 厶 羽 鸟
炆	火 文
惇	忄 享字头 子
珣	⺩ 勹 日
彧	戈 或字心 彧两撇
璠	⺩ 釆 田
璘	⺩ 米 夕 㐄
靽	革 丷 举字底
湉	氵 忄 舌
嬛	女 罒 同字心 衣省
邛	工 阝
禛	礻 直 八
鼩	鼠 句
颙	田 禺字底 页
阇	门 者
墘	土 十 日 十 卧人 6
蝘	虫 匸 日 女
柊	木 夊 冬字底
犇	牛 牜 牛
瓘	⺩ 贲字腰 吅 隹
奭	大框 百 百
鲗	鱼 贝 刂
腘	月 囗 玉
骺	骨 反字框 同字心
砵	石 木 1
苾	贲字腰 心 3
埗	土 止旁 步字底
劼	吉 力
昉	日 方
澪	氵 雨头 令
俶	亻 上 小 又
琇	⺩ 禾 乃
弢	弓 屮 又
嫚	女 曼
欸	厶 矢 欠
畬	全字头 余字底 田
鸰	令 鸟
铷	钅 女 口
焜	火 日 比
澂	氵 山 1 ⺩ 攵
傕	亻 冖 隹
𫖯	见字底 冫 飞无折 页
郤	谷 阝
叕	双 双
槃	舟 殳 木
瑀	⺩ 3 口 禺字底
玠	⺩ 全字头 乔字底
谿	爫 幺 大 谷
棻	贲字腰 八 刀 木
𬱖	由 页
浬	氵 里
昺	日 1 内
玹	⺩ 亠 幺
媞	女 日 定字底
琯	⺩ 宀 㠯
鹡	冫 飞无折 人 青字底 鸟
鸻	行 鸟
浐	氵 立无横 厂
偲	亻 田 心
鲿	鱼 龸 云
冏	冂 八 口
洸	氵 尚字头 兀
镠	钅 羽 全字头 彡
僎	亻 巳 巳 龷 八
芣	贲字腰 不
佺	亻 全字头 ⺩
弇	合 廾
鹀	工 人 人 鸟
亶	亠 回 旦
洺	氵 夕 口
鲹	鱼 厶 大 彡
獴	犭 荧字头 1 豕
楯	木 反字框 十 目
鼱	鼠 龶 青字底
珅	⺩ 申
俵	亻 龶 衣省
垟	土 羊
沄	氵 云
磡	石 其 5 力
瞋	目 直 八
潟	氵 臼 勹 灬
笞	竹头 厶 口
瑢	⺩ 宀 谷
璈	⺩ 龶 万无横 攵
鄚	莫 阝
谞	讠 疋 青字底
塱	4 即字旁 月 土
珰	⺩ 尚字头 彐
滉	氵 日 尚字头 兀
曈	日 立 里
荖	贲字腰 耂 匕
垕	反字框 同字心 土
飏	风省 㐅 5 横两撇
嬿	女 廿 口 北字旁 匕 灬
侂	亻 广 3 七
炘	火 斤
脩	修字旁 夊 青字底
堉	土 充字头 青字底
骝	马 留字头 田
玘	⺩ 己
珽	⺩ 壬 廴
髎	骨 羽 全字头 彡
碶	石 丰 刀 大
镲	钅 宀 祭字头 示
熜	火 囱字框 夊 心
璆	⺩ 羽 全字头 彡
邠	八 刀 阝
遹	矛 冂 八 口 辶
皞	白 白 大 十
豨	豕 㐅 左字框 巾
烜	火 1 旦
玦	⺩ 候右角 人
鲃	鱼 巴
湜	氵 日 定字底
愔	忄 音
簕	竹头 革 力
稃	禾 爫 子
袪	衤 土 厶
淯	氵 充字头 青字底
龅	齿 勹 巳
倻	亻 耳 阝
廆	广 鬼无厶 厶
莿	贲字腰 朿 刂
鄜	鹿旁 阝
楙	林 矛
勍	享字头 小 力
廋	广 臼 2 又
祓	礻 尤无折 又
邽	圭 阝
藨	贲字腰 鹿 灬
曌	日 月 穴 工
鬘	髟 曼
烺	火 4 艮
卬	卬字旁 卩
棨	户 攵 木
鹮	罒 同字心 衣省 鸟
鞮	革 日 定字底
渟	氵 亮字头 丁
瘆	疒 厶 大 彡
蕗	贲字腰 足旁 各
湣	氵 民 日
傉	亻 辰 寸
翃	左字框 厶 羽
瑱	⺩ 直 八
栒	木 勹 日
廙	广 田 龷 八
伋	亻 及
畯	田 厶 八 夊
𫫇	口 1 业 心
萣	贲字腰 宀 定字底
祕	礻 心 3
鳀	鱼 日 定字底
晙	日 厶 八 夊
榖	彀字框无一 1 木
疍	疋 旦
唵	口 大 电
祏	礻 石
饸	饣 合
雠	隹 讠 隹
嵖	山 木 旦
泚	氵 止旁 匕
皛	白 白 白
翚	羽 冖 车
溦	氵 山 1 几 攵
鹍	日 比旁 鸟
絜	丰 刀 糸
甪	3 用
訚	门 訁
嫄	女 厂 白 小
玙	⺩ 1 5 1
郿	眉字框 目 阝
琤	⺩ 尔字头 争字底
吽	口 牛
𪟝	责 力
窣	穴 亠 人 人 十
栻	木 弋 工
椪	木 䒑 业
咥	口 至
汭	氵 内
狨	犭 戈 左字框
鳑	鱼 帝字头 方
琎	⺩ 井 辶
稙	禾 直
玭	⺩ 比
颎	匕 火 页
崚	山 土 八 夊
崀	山 4 艮
峣	山 尧字头 兀
屾	山 山
偁	亻 爫 冂 里无日
锫	钅 立 口
祼	礻 田 木
罽	罒 厂 火 火 刂
鲏	鱼 皮
虓	九 虍 几
溁	氵 荧字头 木
漈	氵 祭字头 示
烝	5 水 1 灬
丏	1 2 5 5
炟	火 旦
沚	氵 止旁
禤	礻 罒 羽
毪	毛 厶 牛
捯	扌 至 刂
骕	马 肀 乔字底 八
沇	氵 厶 见字底
珝	⺩ 羽
尪	尢 ⺩
忞	文 心
琲	⺩ 非
毳	毛 毛 毛
洈	氵 尔字头 厂 㔾
昪	日 厶 廾
蕰	落字框 日 皿
麹	龶 夊 勹 米
饹	饣 各
毐	士 毋
颋	壬 廴 页
磻	石 釆 田
鲬	鱼 龴 甬字底
抔	扌 不
禔	礻 日 定字底
幪	巾 荧字头 1 豕
秾	禾 冖 衣省
硚	石 夭 乔字底
蓣	贲字腰 予 页
侘	亻 宀 3 七
姮	女 1 旦
圌	囗 山 而
牻	牜 尤无折 5 彡
觋	工 人 人 见
燏	火 矛 冂 八 口
埌	土 4 艮
玕	⺩ 干
袆	衤 韦
汧	氵 开
镤	钅 业 差字头 4
畤	田 寺
淏	氵 日 天
憙	壴 口 心
扆	户 衣
扞	扌 干
牂	爿 羊
衎	行 干
嚭	壴 口 不 口
嫪	女 羽 全字头 彡
枹	木 勹 巳
楪	木 廿 5 木
绹	纟 勹 缶
偓	亻 尸 至
簃	竹头 禾 夕 夕
骉	马 马 马
鲌	鱼 白
垱	土 尚字头 彐
癿	白 5
釐	未 攵 厂 里
甦	更 生
暲	日 音 十
邲	心 3 阝
烔	火 冂 同字心
珵	⺩ 口 ⺩
僰	朿 朿 人
倓	亻 火 火
鲴	鱼 囗 古
澥	氵 角 刀 牛
彟	彐 寸 贲字腰 隹 又
劄	竹头 合 刂
𩾌	鱼 广 隶字框 氺
𩽾	鱼 宀 女
潽	氵 䒑 业 日
壸	壳字头 1 业
朓	月 见字底 冫 飞无折
翙	山 夕 羽
悰	忄 宀 示
梠	木 口 口
硁	石 经右角 工
璥	⺩ 贲字腰 句 攵
倧	亻 宀 示
蔹	贲字腰 亼 应字心 攵
溍	氵 1 业 日
甡	生 生
赑	贝 贝 贝
嗞	口 䒑 幺 幺
筼	竹头 口 贝
陞	阝 3 廾 土
棪	木 火 火
尢	尢
牤	牜 亡
菉	贲字腰 录字头 氺
暕	日 束 丷
溞	氵 又 4 虫
塝	土 帝字头 方
镈	钅 甫 寸
矻	石 卧人 6
浡	氵 索字头 子
潾	氵 米 夕 㐄
鲊	鱼 乍
浉	氵 师字旁 1 巾
堽	土 罒 正
湴	氵 䒑 业
盦	亽 5 酉 皿
棐	非 木
瀼	氵 衣框 吅 寒字腰
斝	吅 冖 斗
佸	亻 舌
浥	氵 口 巴
倞	亻 享字头 小
瑆	⺩ 日 生
龁	齿 卧人 6
婳	女 1 田 凵
橦	木 立 里
湲	氵 爫 1 左字框 又
茀	贲字腰 弓 乔字底
夬	候右角 人
堌	土 囗 古
梾	木 未 丷
姶	女 合
妘	女 云
玚	⺩ 5 横两撇
剋	古 见字底 刂
婠	女 宀 㠯
旵	日 山
怍	忄 乍
塆	土 变字头 弓
钖	钅 5 横两撇
璪	⺩ 口 吅 木
馃	饣 田 木
梣	木 山 亽 5
毌	毌
囷	囗 禾
羕	美字头 4 永无点
甗	虍 鬲 瓦
縠	彀字框无一 1 糸
杙	木 弋
槚	木 覀 贝
骙	马 癶 天
泇	氵 力 口
骃	马 囗 大
勔	面 力
姞	女 吉
晢	扌 斤 日
䶮	龙 天
堎	土 土 八 夊
晊	日 至
觃	见 子
砮	女 又 石
纻	纟 宀 1
硙	石 山 己
鄘	广 肀 用 阝
翾	罒 同字心 衣省 羽
洨	氵 六 㐅
洣	氵 米
盉	禾 皿
夐	尔字头 见二 全字头 目 夊
乸	也 母
璮	⺩ 亠 回 旦
侁	亻 告字头 见字底
蝲	虫 束 刂
瑳	⺩ 差字头 工
禚	礻 美字头 灬
亹	亠 臼裂 冂 同字心 冖 且
鼒	于无横 3 目 鼎左角 鼎右角
𫚕	鱼 师字旁 1 巾
嬬	女 雨头 而
朏	月 屮 凵
靬	革 干
帻	巾 责
墕	土 正 1 5 灬
滃	氵 八 厶 羽
泂	氵 冂 口
崟	山 金
傒	亻 爫 幺 大
摽	扌 覀 示
伾	亻 不 1
噂	口 酋 寸
埇	土 龴 甬字底
昳	日 3 夫
鞨	革 日 勹 亾
龠	亼 吅 口 扁字心
裈	衤 冖 车
昫	日 句
锳	钅 贲字腰 见二 大
珖	⺩ 尚字头 兀
菂	贲字腰 白 勹 4
珹	⺩ 戊 5
鲾	鱼 同字心 田
骎	马 彐 冖 又
婼	女 贲字腰 右
偰	亻 丰 刀 大
棫	木 戈 或字心
靺	革 末
矞	矛 冂 八 口
杧	木 亡
犨	隹 隹 牛
珦	⺩ 向字框 口
渼	氵 美字头 大
沘	氵 比
葰	贲字腰 亻 厶 八 夊
滆	氵 鬲
漷	氵 享字头 子 阝
郪	妻字头 女 阝
鳓	鱼 革 力
沨	氵 风省 㐅
琫	⺩ 春字头 举字底
玓	⺩ 勹 4
敩	学无子 子 攵
熥	火 龴 甬字底 辶
溇	氵 米 女
璲	⺩ 䒑 豕省 辶
抃	扌 亠 卜
䜣	讠 斤
鞬	革 聿 廴
慥	忄 告字头 口 辶
涘	氵 厶 矢
猄	犭 享字头 小
霅	雨头 訁
魋	鬼无厶 厶 隹
藠	贲字腰 白 白 白
冮	冫 工
镚	钅 山 月 月
姤	女 反字框 同字心
䃅	石 兽字头 十
镃	钅 䒑 幺 幺
瀍	氵 广 里 八 土
叆	云 爱字头 左字框 又
屼	山 兀
宧	宀 颐字旁
霨	雨头 尸 示 寸
瑨	⺩ 1 业 日
簠	竹头 甫 皿
巉	山 免五 比 免五 见字底 4
垍	土 自
濩	氵 贲字腰 隹 又
惔	忄 火 火
焞	火 享字头 子
岞	山 乍
憺	忄 尔字头 厂 八 訁
煃	火 大 圭
蒟	贲字腰 立 句
嵚	山 钅 欠
椀	木 宀 夕 㔾
栟	木 丷 开
禋	礻 覀 土
鄫	曾字头 日 阝
瓖	⺩ 衣框 吅 寒字腰
籥	竹头 亼 吅 口 扁字心
潏	氵 矛 冂 八 口
扺	扌 卬字旁 弋二
嵝	山 米 女
酺	酉 甫
硔	石 龷 八
煴	火 日 皿
觿	角 山 隹 冂 八 口
祊	礻 方
塅	土 段字旁 殳
薁	贲字腰 向字框 米 大
檞	木 角 刀 牛
浰	氵 禾 刂
钘	钅 开
鳂	鱼 田 1 畏字底
镋	钅 龸 口 见字底
酾	酉 1 丽下角 丽下角
琄	⺩ 口 青字底
簖	竹头 米 5 斤
墡	土 羊 䒑 口
嶲	山 隹 2 5 冂
缐	纟 白 水
柷	木 口 见字底
洢	氵 亻 聿三 3
沺	氵 田
漼	氵 山 隹
𫍽	讠 罒 同字心 衣省
鹖	日 勹 亾 鸟
赪	土 亦字底 卢字头 贝
𬀩	日 韦
梼	木 寿字头 寸
苧	贲字腰 宀 丁
蓂	荧字头 日 六
洑	氵 亻 犬
浛	氵 亽 5 口
酂	告字头 见字底 告字头 见字底 贝 阝
妁	女 勹 4
焌	火 厶 八 夊
𬘭	纟 林
哱	口 索字头 子
嶅	龶 万无横 攵 山
郈	反字框 同字心 阝
鳠	鱼 贲字腰 隹 又
肸	月 八 十
蠋	虫 罒 勹 虫
腙	月 宀 示
橞	木 二 虫 心
螠	虫 䒑 八 皿
奓	大 夕 夕
縢	月 龹 糸
杻	木 5 里无日
祾	礻 土 八 夊
屃	尸 贝
鳡	鱼 戊 同字心 心
澴	氵 罒 同字心 衣省
𫓹	钅 其
缊	纟 日 皿
婞	女 土 南字心
槱	木 酉 灬
玒	⺩ 工
扽	扌 1 屯无横
虒	反字框 虍 几
栴	木 卧人 周字框 亠
𫖮	山 己 页
湑	氵 疋 青字底
妧	女 二 见字底
佽	亻 冫 欠
掞	扌 火 火
鲕	鱼 而
漖	氵 耂 子 攵
匜	匸 也
翛	修字旁 夊 羽
棓	木 立 口
蒻	贲字腰 弓 冫 弓 冫
弨	弓 召
襕	衤 门 束 丷
鄀	贲字腰 右 阝
舁	臼 廾
鲙	鱼 全字头 云
脿	月 龶 衣省
黡	厂 犬 黑
梿	木 车 辶
辿	山 辶
摛	扌 亠 㐅 凵 禸
墣	土 业 差字头 4
姈	女 令
佖	亻 心 3
憕	忄 癶 豆
褙	衤 北字旁 匕 青字底
襜	衤 尔字头 厂 八 訁
峃	学无子 山
髢	髟 也
楩	木 亻 更
鄗	高 阝
嵎	山 田 禺字底
旿	日 卧人 十
珋	⺩ 卯
瑑	⺩ 彑 豕省
汫	氵 井
涐	氵 手 戈
茝	贲字腰 颐字旁
柈	木 丷 举字底
媄	女 美字头 大
垯	土 大 辶
涢	氵 口 贝
晅	日 1 旦
嚄	口 贲字腰 隹 又
臑	月 雨头 而
琭	⺩ 录字头 氺
蓢	贲字腰 4 即字旁 月
鄠	雨头 1 丂 阝
舲	舟 令
爚	火 亼 吅 口 扁字心
𬺈	齿 大 可
晫	日 卢字头 日 十
𬙂	纟 宀 1 黄字底
煋	火 日 生
镮	钅 罒 同字心 衣省
鱾	鱼 己
骍	马 辛
祃	礻 马
鄅	3 口 禺字底 阝
羑	美字头 久二 4
垞	土 宀 3 七
呣	口 母
羱	差字头 厂 白 小
馉	饣 骨
跂	足旁 十 又
髃	骨 田 禺字底
窅	穴 目
萹	贲字腰 户 扁字心
潩	氵 田 龷 八
皕	百 百
涴	氵 宀 夕 㔾
旴	日 1 于无横
禘	礻 帝字头 巾
牮	亻 弋 牛
轷	车旁 3 丷 于无横
媭	彡 页 女
碥	石 户 扁字心
氿	氵 九
镴	钅 巛 巤字底
峘	山 1 旦
崄	山 亼 应字心
暅	日 忄 1 旦
鲖	鱼 冂 同字心
瑔	⺩ 白 水
泃	氵 句
捽	扌 亠 人 人 十
坰	土 冂 口
玶	⺩ 干 丷
秬	禾 匸 叚右角
筥	竹头 口 口
讱	讠 刀 4
玼	⺩ 止旁 匕
璬	⺩ 白 方 攵
羖	差字头 殳
顸	干 页
尨	尤无折 5 彡
坬	土 瓜
庼	广 比字旁 页
咺	口 1 旦
胠	月 土 厶
瑧	⺩ 春字头 禾
碏	石 龷 日
趯	走 羽 隹
愃	忄 宀 1 旦
湝	氵 比 白
椑	木 卑六 十
猯	犭 山 而
翯	羽 高
礌	石 雨头 田
熇	火 高
𬒈	学无子 石
跐	足旁 止旁 匕
潵	氵 龷 青字底 攵
耑	山 而
衒	行 亠 幺
鳣	鱼 亠 回 旦
垿	土 广 予
螣	月 龹 虫
葙	贲字腰 木 目
叚	叚字旁无二 二 叚右角 又
倕	亻 千 艹 二
臜	月 告字头 见字底 告字头 见字底 贝
硿	石 穴 工
磜	石 祭字头 示
铏	钅 开 刂
芼	贲字腰 毛
梴	木 3 延字心无撇 廴
瑅	⺩ 日 定字底
蒈	贲字腰 比 白
娀	女 戈 左字框
悆	全字头 余字底 心
垈	亻 弋 土
珫	⺩ 充字头 见字底
蒄	贲字腰 冖 二 见字底 寸
辒	车旁 日 皿
刬	1 戈 刂
櫆	木 鬼无厶 厶 斗
蔀	贲字腰 立 口 阝
欻	火 火 欠
皦	白 白 方 攵
惎	其 心
榑	木 甫 寸
鹢	䒑 八 皿 鸟
侹	亻 壬 廴
洿	氵 大 1 丂
爔	火 美字头 禾 丂 戈
琡	⺩ 上 小 又
簰	竹头 片 卑六 十
洭	氵 匸 ⺩
琀	⺩ 亽 5 口
昄	日 反字框 又
鳒	鱼 䒑 聿三 兼无䒑无彐
嶓	山 釆 田
僔	亻 酋 寸
媖	女 贲字腰 见二 大
垎	土 各
筦	竹头 宀 二 见字底
拃	扌 乍
俍	亻 4 艮
