奕码·优化版 拆分表（hanzi-chai驱动，共8230字）
说明: 拆分中[xx]为PUA部件名；编码为三码全码；排名0=非top6000
------------------------------------------------------------
字	排名	频率	拆分	编码
孕	2094	150452	乃·子·子	vyi
誓	2095	24007	扌·斤·訁	hlw
喉	2096	54584	口·亻·矢	jmf
妄	2097	18702	亡·女·女	agn
拘	2098	25116	扌·句·句	hvj
链	2099	297072	钅·车·辶	tno
驰	2100	65792	马·也·也	udy
栏	2101	147795	木·丷·三	ssj
逝	2102	44116	扌·斤·辶	hlo
窃	2103	29587	穴·七·刀	wbp
艳	2104	127244	丰·[尔字头]·巴	piv
臭	2105	101605	自·犬·犬	xzq
纤	2106	41332	纟·千·千	yiq
玑	2107	5046	⺩·几·几	vwj
棵	2108	71503	木·田·木	sbs
趁	2109	73445	走·[全字头]·彡	fkp
匠	2110	39551	匸·斤·斤	alj
盈	2111	173179	乃·又·皿	vrr
翁	2112	93235	八·厶·羽	ton
愁	2113	80458	禾·火·心	wxn
瞬	2114	37137	目·[爱字头]·㐄	kjz
婴	2115	58558	贝·贝·女	qqg
孝	2116	184292	耂·子·子	qyi
颈	2117	146372	[经右角]·工·页	rmx
倘	2118	9223	亻·龸·口	mdj
浙	2119	88824	氵·扌·斤	ohl
谅	2120	15946	讠·[享字头]·小	iuh
蔽	2121	14161	[贲字腰]·㡀·攵	bmy
畅	2122	118687	申·乚·[横两撇]	wwi
赠	2123	107868	贝·[曾字头]·日	qqd
妮	2124	170056	女·尸·匕	gtc
莎	2125	176837	[落字框]·[少三]·丿	cha
尉	2126	19142	尸·示·寸	tqp
冻	2127	138332	冫·[东二]·小	fbh
跪	2128	72147	[足旁]·[尔字头]·㔾	rib
闯	2129	58904	门·马·马	eum
葡	2130	59702	[贲字腰]·勹·甫	bfv
後	2131	0	彳·幺·夊	wjr
厨	2132	110758	厂·豆·寸	afp
鸭	2133	227939	甲·鸟·鸟	dln
颠	2134	33434	直·八·页	ntx
遮	2135	61326	广·廿·辶	xyo
谊	2136	26519	讠·宀·且	ilu
圳	2137	83216	土·川·川	aec
吁	2138	11724	口·一·[于无横]	jeu
仑	2139	39057	[全字头]·匕·匕	kcb
辟	2140	37971	尸·口·辛	tjl
瘤	2141	99660	疒·[留字头]·田	knb
嫂	2142	23760	女·臼·又	gzr
陀	2143	47761	阝·宀·匕	zlc
框	2144	147981	木·匸·⺩	sav
谭	2145	121469	讠·覀·十	ivu
亨	2146	84111	[享字头]·了·了	ujl
钦	2147	76286	钅·欠·欠	tyq
庸	2148	33476	广·肀·用	xqq
歉	2149	17421	䒑·[聿三]·欠	suy
芝	2150	118328	[贲字腰]·之·之	bqi
吼	2151	42962	口·子·乚	jyw
甫	2152	57382	甫·甫·甫	vff
衫	2153	72816	衤·彡·彡	fps
摊	2154	102800	扌·又·隹	hro
宴	2155	83789	宀·日·女	ldg
嘱	2156	9106	口·尸·[禺字底]	jte
衷	2157	22331	[衣框]·中·中	cgo
娇	2158	71523	女·夭·[乔字底]	ggl
陕	2159	49261	阝·夫·丷	zxs
矩	2160	45981	矢·匸·[叚右角]	faa
浦	2161	179651	氵·甫·甫	ovf
讶	2162	5281	讠·牙·牙	izy
耸	2163	9190	人·人·耳	kkx
裸	2164	61944	衤·田·木	fbs
碧	2165	140807	⺩·白·石	vgu
摧	2166	20584	扌·山·隹	heo
薪	2167	64446	[贲字腰]·立·斤	byl
淋	2168	109486	氵·林·林	oql
耻	2169	16635	耳·[止旁]·[止旁]	xki
胶	2170	156230	月·六·㐅	vmh
屠	2171	30777	尸·者·者	tqe
鹅	2172	99297	手·戈·鸟	hql
饥	2173	22510	饣·几·几	nwj
盼	2174	48913	目·八·刀	ktp
脖	2175	17317	月·[索字头]·子	vry
虹	2176	86505	虫·工·工	cmg
翠	2177	103754	羽·亠·十	nmu
崩	2178	57545	山·月·月	evv
账	2179	138522	贝·长·长	qrc
萍	2180	98528	[落字框]·干·丷	ces
逢	2181	123774	夊·丰·辶	rpo
赚	2182	435751	贝·䒑·[兼无䒑无彐]	qsl
撑	2183	225202	扌·龸·手	hdh
翔	2184	149240	[差字头]·羽·羽	inv
倡	2185	21820	亻·日·日	mdd
绵	2186	53642	纟·白·巾	ygf
猴	2187	98800	犭·亻·矢	lmf
枯	2188	28596	木·古·古	sng
巫	2189	46687	工·人·人	mkk
昭	2190	123786	日·召·召	dta
怔	2191	2869	忄·正·正	qce
渊	2192	56945	氵·[乔字底]·米	olx
凑	2193	107080	冫·[春字头]·天	fpg
溪	2194	267183	氵·爫·大	ofk
蠢	2195	48192	[春字头]·日·虫	pdc
禅	2196	70072	礻·[兽字头]·十	rqu
阐	2197	9233	门·[兽字头]·十	equ
旺	2198	293075	日·⺩·⺩	dvw
寓	2199	29435	宀·田·[禺字底]	lbe
藤	2200	121856	[贲字腰]·月·氺	bvi
匪	2201	24181	匸·非·非	adf
伞	2202	85891	[全字头]·丷·十	ksu
碑	2203	91998	石·[卑六]·十	ubu
挪	2204	35636	扌·乚·阝	hwz
琼	2205	73936	⺩·[享字头]·小	vuh
脂	2206	180190	月·匕·日	vcd
谎	2207	14064	讠·[贲字腰]·[荒字底]	ibe
慨	2208	11708	忄·[即字旁]·旡	qza
菩	2209	15244	[贲字腰]·立·口	byj
萄	2210	29693	[贲字腰]·勹·缶	bfb
狮	2211	105847	犭·[师字旁]·巾	lpf
掘	2212	37653	扌·尸·凵	htk
抄	2213	117373	扌·[少三]·丿	hha
岭	2214	194542	山·令·令	efl
晕	2215	137177	日·冖·车	dnn
逮	2216	19968	[隶字框]·氺·辶	cio
砍	2217	123770	石·欠·欠	uyq
掏	2218	76940	扌·勹·缶	hfb
狄	2219	72135	犭·火·火	lxh
晰	2220	24280	日·木·斤	dsl
罕	2221	69113	冖·八·干	nte
挽	2222	29938	扌·[免五]·[见字底]	hoy
脾	2223	63116	月·[卑六]·十	vbu
舟	2224	83527	舟·舟·舟	doo
痴	2225	28518	疒·矢·口	kfj
蔡	2226	245035	[贲字腰]·[祭字头]·示	btq
剪	2227	179395	䒑·[青字底]·刀	svp
脊	2228	40291	冫·[飞无折]·[青字底]	ffv
弓	2229	105338	弓·弓·弓	lgg
懒	2230	127127	忄·束·贝	qkq
叉	2231	130170	又·丶·丶	rzd
拐	2232	84447	扌·口·力	hji
喃	2233	10598	口·十·[南字心]	jui
僚	2234	6776	亻·大·小	mkh
捐	2235	79630	扌·口·[青字底]	hjv
姊	2236	11284	女·[姊字边]·[姊字边]	gdk
骚	2237	39201	马·又·虫	urc
拓	2238	96991	扌·石·石	hus
歪	2239	67762	不·正·正	uce
粘	2240	155166	米·占·占	xpa
柄	2241	39088	木·一·内	see
坑	2242	346592	土·亠·几	amw
陌	2243	32040	阝·百·百	zdb
窄	2244	85901	穴·乍·乍	wca
湘	2245	164220	氵·木·目	osk
兆	2246	99257	[见字底]·冫·[飞无折]	yff
崖	2247	41738	山·厂·圭	eao
骄	2248	17024	马·夭·[乔字底]	ugl
刹	2249	47363	㐅·朩·刂	hsx
鞭	2250	28753	革·亻·更	ymk
芒	2251	91209	[贲字腰]·亡·亡	baw
筋	2252	85866	[竹头]·月·力	pvi
聘	2253	115427	耳·由·丂	xhf
钩	2254	54131	钅·勹·厶	tfo
棍	2255	36813	木·日·比	sdz
嚷	2256	11133	口·[衣框]·[寒字腰]	jcq
腺	2257	59010	月·白·水	vgi
弦	2258	91670	弓·亠·幺	lmj
焰	2259	24207	火·[尔字头]·臼	xiz
耍	2260	69165	而·女·女	zgn
俯	2261	13598	亻·广·寸	mxp
厘	2262	28092	厂·里·里	axl
愣	2263	24611	忄·罒·方	qdu
厦	2264	87181	厂·[夏字头]·夊	atr
恳	2265	6714	艮·心·心	znx
饶	2266	43374	饣·[尧字头]·兀	nqw
钉	2267	45564	钅·丁·丁	tid
寡	2268	22297	宀·[寡字腰]·刀	ltp
憾	2269	18021	忄·戊·心	qjn
摔	2270	113894	扌·亠·十	hmu
叠	2271	73921	又·双·且	rvu
惹	2272	81191	[贲字腰]·右·心	bcn
喻	2273	44831	口·亼·刂	jrx
谱	2274	109062	讠·䒑·日	isd
愧	2275	11308	忄·[鬼无厶]·厶	qbo
煌	2276	57049	火·白·⺩	xgv
徽	2277	87082	[微字框]·糸·糸	wzm
溶	2278	73133	氵·宀·谷	olu
坠	2279	49211	阝·人·土	zka
煞	2280	44785	[尔字头]·彐·灬	iub
巾	2281	35227	巾·巾·巾	fjj
滥	2282	22105	氵·[临字旁]·皿	opr
洒	2283	71592	氵·西·西	ogx
堵	2284	125566	土·者·者	aqe
瓷	2285	79556	冫·欠·瓦	fyz
咒	2286	42720	吅·几·几	pwj
姨	2287	36924	女·[大框]·弓	gkl
棒	2288	519031	木·[春字头]·[举字底]	sph
郡	2289	291554	[聿三]·丿·阝	uaz
浴	2290	58829	氵·谷·谷	oug
媚	2291	31689	女·[眉字框]·目	gtk
稣	2292	2556	鱼·禾·禾	zwh
淮	2293	69438	氵·隹·隹	oou
哎	2294	150734	口·[贲字腰]·㐅	jbh
屁	2295	41753	尸·比·比	tzb
漆	2296	110807	氵·木·氺	osi
淫	2297	28052	氵·爫·壬	ofn
巢	2298	49356	巛·田·木	ebs
吩	2299	1392	口·八·刀	jtp
撰	2300	28838	扌·巳·八	hct
啸	2301	22445	口·肀·八	jqt
滞	2302	38038	氵·[带无巾]·巾	onf
玫	2303	28525	⺩·攵·攵	vyp
硕	2304	115532	石·页·页	uxy
钓	2305	86293	钅·勹·丶	tfz
蝶	2306	87161	虫·廿·木	cys
膝	2307	58541	月·木·氺	vsi
姚	2308	157468	女·[见字底]·[飞无折]	gyf
茂	2309	159247	[贲字腰]·戊·戊	bju
躯	2310	10844	身·匸·㐅	xah
吏	2311	30901	[同字心]·乂·乂	mhi
猿	2312	30660	犭·土·[衣省]	lac
寨	2313	83499	宀·[寒字腰]·朩	lqs
恕	2314	24861	女·口·心	gjn
渠	2315	87518	氵·匸·木	oas
戚	2316	38414	戊·上·小	jih
辰	2317	117289	辰·辰·辰	zcc
舶	2318	7955	舟·白·白	dgb
颁	2319	72575	八·刀·页	tpx
惶	2320	3982	忄·白·⺩	qgv
狐	2321	90825	犭·瓜·瓜	lag
讽	2322	10255	讠·[风省]·㐅	iwh
笨	2323	63294	[竹头]·木·一	pse
袍	2324	21202	衤·勹·巳	ffc
嘲	2325	17331	口·十·月	juv
啡	2326	30144	口·非·非	jdf
泼	2327	45463	氵·[发无又]·又	oyr
衔	2328	34782	行·钅·钅	etj
倦	2329	13317	亻·龹·㔾	mxb
涵	2330	131069	氵·乚·凵	owk
雀	2331	54891	小·隹·隹	hou
旬	2332	25602	勹·日·日	fdr
僵	2333	27958	亻·一·一	mee
撕	2334	114319	扌·其·斤	hgl
肢	2335	25281	月·十·又	vur
垄	2336	12934	龙·土·土	uat
夷	2337	46627	[大框]·弓·弓	klg
逸	2338	124196	[免五]·[见字底]·辶	oyo
茅	2339	73698	[贲字腰]·矛·矛	brm
侨	2340	44482	亻·夭·[乔字底]	mgl
舆	2341	21931	[臼裂]·车·[共字底]	znt
窑	2342	60184	穴·缶·缶	wbf
涅	2343	139126	氵·圼·圼	oxl
蒲	2344	55914	[落字框]·甫·甫	cvf
谦	2345	82845	讠·䒑·[兼无䒑无彐]	isl
杭	2346	122202	木·亠·几	smw
噢	2347	63871	口·[向字框]·大	jqk
弊	2348	32427	㡀·攵·廾	myh
勋	2349	77568	口·贝·力	jqi
刮	2350	109535	舌·刂·刂	mxd
郊	2351	27474	六·㐅·阝	mhz
凄	2352	4943	冫·[妻字头]·女	fcg
捧	2353	97859	扌·[春字头]·[举字底]	hph
浸	2354	86300	氵·彐·又	our
砖	2355	113407	石·二·丶	utz
鼎	2356	123952	目·[鼎左角]·[鼎右角]	kee
篮	2357	89273	[竹头]·[临字旁]·皿	ppr
蒸	2358	289420	[贲字腰]·乚·灬	bwb
饼	2359	324871	饣·丷·开	nsc
亩	2360	83446	亠·田·田	mbt
肾	2361	224862	[临字旁]·又·[青字底]	prv
陡	2362	17976	阝·走·走	zfo
爪	2363	53721	爪·爪·爪	fuu
兔	2364	120936	[免五]·[见字底]·丶	oyz
殷	2365	59716	[反字框]·彐·殳	aub
贞	2366	88953	[卢字头]·贝·贝	pqb
荐	2367	104114	[贲字腰]·[在字框]·子	bcy
哑	2368	19935	口·一·业	jel
炭	2369	48982	山·[左字框]·火	ecx
坟	2370	37523	土·文·文	acw
眨	2371	10716	目·丿·之	kaq
搏	2372	45497	扌·甫·寸	hvp
咳	2373	43569	口·亥·亥	jzh
拢	2374	14333	扌·龙·龙	hul
舅	2375	13714	臼·田·力	zbi
昧	2376	12556	日·未·未	dnw
擅	2377	28226	扌·亠·旦	hmv
爽	2378	246242	[大框]·㐅·㐅	khh
咖	2379	64753	口·力·口	jij
搁	2380	24343	扌·门·各	hed
禄	2381	99175	礻·[录字头]·氺	rui
雌	2382	36531	[止旁]·[比字旁]·隹	kmo
哨	2383	18826	口·[尚字头]·[青字底]	jdv
巩	2384	19366	工·几·丶	mwz
绢	2385	11075	纟·口·[青字底]	yjv
螺	2386	90484	虫·田·糸	cbz
裹	2387	76561	[衣框]·田·木	cbs
昔	2388	31883	龷·日·日	ydr
轩	2389	145019	[车旁]·干·干	neg
谬	2390	6815	讠·羽·彡	inp
谍	2391	16415	讠·廿·木	iys
龟	2392	92363	[尔字头]·[龟字底]·[龟字底]	ijd
媳	2393	12210	女·自·心	gxn
姜	2394	356334	[美字头]·女·女	ign
瞎	2395	78729	目·宀·口	klj
冤	2396	22027	冖·[免五]·丶	noz
鸦	2397	20399	牙·鸟·鸟	zln
蓬	2398	68604	[贲字腰]·夊·辶	bro
巷	2399	102569	龷·八·巳	ytc
琳	2400	191503	⺩·林·林	vql
栽	2401	27123	十·戈·木	uqs
沾	2402	129185	氵·占·占	opa
诈	2403	31431	讠·乍·乍	ica
斋	2404	71602	文·而·而	cze
瞒	2405	22944	目·[贲字腰]·人	kbk
彪	2406	35652	虍·几·彡	swp
厄	2407	77320	厂·㔾·㔾	abj
咨	2408	76256	冫·欠·口	fyj
纺	2409	27944	纟·方·方	yuf
罐	2410	102825	缶·[贲字腰]·隹	bbo
桶	2411	302362	木·龴·[甬字底]	soq
壤	2412	12948	土·[衣框]·[寒字腰]	acq
糕	2413	105805	米·[美字头]·灬	xib
颂	2414	65845	八·厶·页	tox
膨	2415	15564	月·壴·彡	vzp
谐	2416	31203	讠·比·白	izg
垒	2417	40603	厶·厶·土	ooa
咕	2418	12221	口·古·古	jng
隙	2419	17824	阝·小·小	zhh
辣	2420	710109	[辛旁]·束·束	lks
绑	2421	60201	纟·[寿字头]·阝	ypz
宠	2422	92558	宀·龙·龙	lul
嘿	2423	36980	口·黑·黑	jnh
兑	2424	134874	[兑字头]·[见字底]·[见字底]	qye
霉	2425	62385	[雨头]·[卧人]·母	lft
挫	2426	27182	扌·人·土	hka
稽	2427	12758	禾·尤·日	wkd
辐	2428	73952	[车旁]·[同字心]·田	nmb
乞	2429	19887	[卧人]·乙·乙	fwi
纱	2430	61580	纟·[少三]·丿	yha
裙	2431	117738	衤·[聿三]·口	fuj
嘻	2432	9472	口·壴·口	jzj
哇	2433	116555	口·圭·圭	jog
绣	2434	54084	纟·禾·乃	ywv
杖	2435	28669	木·一·乂	seh
塘	2436	148841	土·广·口	axj
衍	2437	51734	行·氵·氵	eos
轴	2438	204790	[车旁]·由·由	nhy
攀	2439	48906	林·㐅·手	qhh
膊	2440	4591	月·甫·寸	vvp
譬	2441	4902	尸·口·訁	tjw
斌	2442	167925	文·一·[止旁]	cek
祈	2443	23059	礻·斤·斤	rlj
踢	2444	133653	[足旁]·日·[横两撇]	rdi
肆	2445	18698	镸·聿·聿	rcv
坎	2446	113725	土·欠·欠	ayq
轿	2447	36126	[车旁]·夭·[乔字底]	ngl
棚	2448	59307	木·月·月	svv
泣	2449	19227	氵·立·立	oyl
屡	2450	46737	尸·米·女	txg
躁	2451	23130	[足旁]·口·木	rjs
邱	2452	107970	[丘无横]·一·阝	lez
凰	2453	19464	[风省]·白·⺩	wgv
溢	2454	72648	氵·䒑·皿	osr
椎	2455	42120	木·隹·隹	sou
砸	2456	149871	石·匸·巾	uaf
趟	2457	91538	走·龸·口	fdj
帘	2458	49925	穴·巾·巾	wfj
帆	2459	81687	巾·几·丶	fwz
栖	2460	76179	木·西·西	sgx
窜	2461	25147	穴·中·中	wgg
丸	2462	184189	九·丶·丶	uzd
斩	2463	72510	[车旁]·斤·斤	nlj
堤	2464	66613	土·日·[定字底]	adh
塌	2465	51407	土·日·羽	adn
贩	2466	23450	贝·[反字框]·又	qar
厢	2467	46749	厂·木·目	ask
掀	2468	40047	扌·斤·欠	hly
喀	2469	50124	口·宀·各	jld
乖	2470	45822	千·[北字旁]·匕	iec
谜	2471	47843	讠·米·辶	ixo
捏	2472	76889	扌·圼·圼	hxl
阎	2473	34290	门·[尔字头]·臼	eiz
滨	2474	132252	氵·宀·[共字底]	olt
虏	2475	8610	虍·力·力	sil
匙	2476	54586	日·[定字底]·匕	dhc
芦	2477	52591	[贲字腰]·户·户	brh
苹	2478	82135	[贲字腰]·干·丷	bes
卸	2479	44381	[卸字旁]·卩·卩	bbj
沼	2480	33609	氵·召·召	ota
钥	2481	28596	钅·月·月	tvy
株	2482	70148	木·丿·未	san
祷	2483	6172	礻·[寿字头]·寸	rpp
剖	2484	24887	立·口·刂	yjx
熙	2485	114590	[颐字旁]·巳·灬	vcb
哗	2486	9200	口·亻·十	jmu
劈	2487	26167	尸·口·刀	tjp
怯	2488	9033	忄·土·厶	qao
棠	2489	32758	龸·口·木	djs
胳	2490	3464	月·各·各	vdg
桩	2491	59543	木·广·土	sxa
瑰	2492	14991	⺩·[鬼无厶]·厶	vbo
娱	2493	101359	女·口·天	gjg
娶	2494	91604	耳·又·女	xrg
沫	2495	49998	氵·末·末	oqm
嗓	2496	10694	口·又·木	jrs
蹲	2497	86069	[足旁]·酋·寸	rnp
焚	2498	15750	林·火·火	qxh
淘	2499	127287	氵·勹·缶	ofb
嫩	2500	311409	女·束·攵	gky
韵	2501	108893	音·勹·冫	sff
衬	2502	38694	衤·寸·寸	fpc
匈	2503	10948	勹·㐅·凵	fhk
钧	2504	51082	钅·勹·冫	tff
竖	2505	57478	[临字旁]·又·立	pry
峻	2506	33852	山·厶·夊	eor
豹	2507	49465	豸·勹·丶	ifz
捞	2508	157801	扌·[荧字头]·力	hni
菊	2509	116264	[贲字腰]·勹·米	bfx
鄙	2510	7272	口·十·阝	juz
魄	2511	14507	白·[鬼无厶]·厶	gbo
兜	2512	56899	白·[卬字旁]·[见字底]	gny
哄	2513	57813	口·龷·八	jyt
颖	2514	112940	匕·禾·页	cwx
镑	2515	19497	钅·[帝字头]·方	tyu
屑	2516	36315	尸·[尚字头]·[青字底]	tdv
蚁	2517	36616	虫·丶·㐅	czh
壶	2518	125546	[壳字头]·业·业	rly
怡	2519	119621	忄·厶·口	qoj
渗	2520	38578	氵·厶·彡	oop
秃	2521	17952	禾·几·几	wwj
迦	2522	41389	力·口·辶	ijo
旱	2523	18117	日·干·干	deg
哟	2524	120222	口·纟·丶	jyz
咸	2525	418705	戊·[同字心]·[同字心]	jme
焉	2526	28468	正·一·灬	ceb
谴	2527	4123	讠·[贵字头]·辶	ico
宛	2528	22492	宀·夕·㔾	ltb
稻	2529	77660	禾·爫·臼	wfz
铸	2530	52187	钅·[寿字头]·寸	tpp
锻	2531	30732	钅·[段字旁]·殳	thb
伽	2532	37175	亻·力·口	mij
詹	2533	69597	[尔字头]·厂·訁	iaw
毙	2534	9894	比·歹·匕	zuc
恍	2535	5884	忄·[尚字头]·兀	qdw
贬	2536	48209	贝·丿·之	qaq
烛	2537	14008	火·虫·虫	xcc
骇	2538	5061	马·亥·亥	uzh
芯	2539	92763	[贲字腰]·心·心	bnx
汁	2540	420536	氵·十·十	ous
桓	2541	40391	木·一·旦	sev
坊	2542	173968	土·方·方	auf
驴	2543	67543	马·户·户	urh
朽	2544	5290	木·丂·丂	sfk
靖	2545	58892	立·龶·[青字底]	ypv
佣	2546	18401	亻·用·用	mqy
汝	2547	78163	氵·女·女	ogn
碌	2548	12513	石·[录字头]·氺	uui
迄	2549	8792	[卧人]·乙·辶	fwo
冀	2550	49184	[北字旁]·匕·八	ect
荆	2551	33225	[贲字腰]·开·刂	bcx
崔	2552	190005	山·隹·隹	eou
雁	2553	65931	厂·亻·隹	amo
绅	2554	19842	纟·申·申	yws
珊	2555	76023	⺩·册·册	vgc
榜	2556	265747	木·[帝字头]·方	syu
诵	2557	20965	讠·龴·[甬字底]	ioq
傍	2558	19477	亻·[帝字头]·方	myu
彦	2559	138797	[立无横]·厂·彡	yap
醇	2560	75294	酉·[享字头]·子	puy
笛	2561	32631	[竹头]·由·由	phy
禽	2562	18530	[全字头]·亠·禸	kme
勿	2563	78965	勹·[横两撇]·[横两撇]	fis
娟	2564	70175	女·口·[青字底]	gjv
瞄	2565	31197	目·[贲字腰]·田	kbb
幢	2566	40997	巾·立·里	fyx
寇	2567	38049	宀·二·攴	ltu
睹	2568	15402	目·者·者	kqe
贿	2569	13962	贝·[左字框]·[青字底]	qcv
踩	2570	144224	[足旁]·采·采	rmc
霆	2571	29633	[雨头]·壬·廴	lnu
呜	2572	13558	口·乌·乌	jku
拱	2573	39804	扌·龷·八	hyt
妃	2574	75384	女·己·己	ghj
蔑	2575	4387	[贲字腰]·罒·丶	bdz
谕	2576	11133	讠·亼·刂	irx
缚	2577	11295	纟·甫·寸	yvp
诡	2578	19040	讠·[尔字头]·㔾	iib
篷	2579	10652	[竹头]·夊·辶	pro
淹	2580	35771	氵·大·电	okj
腕	2581	37093	月·宀·㔾	vlb
煮	2582	657022	者·灬·灬	qbh
倩	2583	58276	亻·龶·[青字底]	mpv
卒	2584	34829	亠·人·十	mku
勘	2585	19468	其·乚·力	gwi
馨	2586	74840	士·[眉字框]·日	ztd
逗	2587	75504	豆·辶·辶	fod
甸	2588	40040	勹·田·田	fbt
贱	2589	54105	贝·一·戈	qeq
炒	2590	652293	火·[少三]·丿	xha
灿	2591	58152	火·山·山	xes
敞	2592	18469	龸·口·攵	djy
蜡	2593	43346	虫·龷·日	cyd
囚	2594	15847	囗·人·人	wkr
栗	2595	53938	覀·木·木	vsm
辜	2596	13781	古·辛·辛	nlx
垫	2597	108412	扌·九·土	hua
妒	2598	8158	女·户·户	grh
魁	2599	33324	[鬼无厶]·厶·斗	bot
谣	2600	25045	讠·爫·缶	ifb
寞	2601	8773	宀·莫·莫	lom
蜀	2602	60481	罒·勹·虫	dfc
甩	2603	84959	用·乚·乚	qwe
涯	2604	22270	氵·厂·圭	oao
枕	2605	65546	木·冖·[见字底]	sny
丐	2606	5811	一·[卢字头]·乚	epw
泳	2607	54509	氵·丶·[永无点]	ozi
奎	2608	97840	大·圭·圭	kog
泌	2609	24018	氵·心·丿	ona
逾	2610	91479	亼·[青字底]·辶	rvo
叮	2611	30942	口·丁·丁	jid
黛	2612	65342	亻·弋·黑	man
燥	2613	65698	火·口·木	xjs
掷	2614	24694	扌·丷·阝	hsz
藉	2615	20937	[贲字腰]·二·日	btd
枢	2616	21687	木·匸·㐅	sah
憎	2617	4902	忄·[曾字头]·日	qqd
鲸	2618	44015	鱼·[享字头]·小	zuh
弘	2619	145985	弓·厶·厶	los
倚	2620	24150	亻·大·可	mkn
侮	2621	3936	亻·[卧人]·母	mft
藩	2622	71534	[落字框]·釆·田	crb
拂	2623	18992	扌·弓·[乔字底]	hll
鹤	2624	95756	冖·隹·鸟	nol
蚀	2625	20006	饣·虫·虫	ncc
浆	2626	67473	丬·夕·水	cti
芙	2627	72951	[贲字腰]·夫·夫	bxf
垃	2628	26576	土·立·立	ayl
烤	2629	746010	火·耂·丂	xqf
晒	2630	271134	日·西·西	dgx
霜	2631	122759	[雨头]·木·目	lsk
剿	2632	7556	巛·田·刂	ebx
蕴	2633	38618	[贲字腰]·纟·皿	byr
圾	2634	26319	土·及·及	asj
绸	2635	16498	纟·[周字框]·[周字心]	ygi
屿	2636	44940	山·一·一	eee
氢	2637	83060	气·[经右角]·工	frm
驼	2638	18239	马·宀·匕	ulc
妆	2639	125251	丬·女·女	cgn
捆	2640	22854	扌·囗·木	hws
铅	2641	55533	钅·几·口	twj
逛	2642	315303	犭·⺩·辶	lvo
淑	2643	81634	氵·上·又	oir
榴	2644	14341	木·[留字头]·田	snb
丙	2645	87685	一·内·内	een
痒	2646	68063	疒·羊·羊	kiy
钞	2647	28931	钅·[少三]·丿	tha
蹄	2648	34752	[足旁]·[帝字头]·巾	ryf
犬	2649	149996	犬·犬·犬	zqq
躬	2650	8322	身·弓·弓	xlg
昼	2651	16334	尸·丶·旦	tzv
藻	2652	39976	[落字框]·口·木	cjs
蛛	2653	29510	虫·丿·未	can
褐	2654	24937	衤·日·亾	fda
颊	2655	15230	夫·丷·页	xsx
奠	2656	16137	酋·大·大	nkd
募	2657	79996	莫·力·力	oil
耽	2658	18823	耳·冖·[见字底]	xny
蹈	2659	18956	[足旁]·爫·臼	rfz
陋	2660	7657	阝·[丙三]·亾	zwa
侣	2661	18141	亻·口·口	mjj
魅	2662	48384	[鬼无厶]·厶·未	bon
岚	2663	44569	山·[风省]·㐅	ewh
侄	2664	9336	亻·至·至	mri
虐	2665	63683	虍·[虐字底]·[虐字底]	suw
堕	2666	18429	阝·[左字框]·土	zca
陛	2667	2272	阝·比·土	zza
莹	2668	86618	[荧字头]·玉·玉	npv
荫	2669	27799	[贲字腰]·阝·月	bzv
狡	2670	5151	犭·六·㐅	lmh
阀	2671	35855	门·亻·戈	emq
绞	2672	19248	纟·六·㐅	ymh
膏	2673	129295	[高头]·[青字底]·[青字底]	uvy
垮	2674	21752	土·大·丂	akf
茎	2675	31700	[贲字腰]·[经右角]·工	brm
缅	2676	42727	纟·面·面	ylm
喇	2677	29062	口·束·刂	jkx
绒	2678	40134	纟·戈·[左字框]	yqc
搅	2679	48756	扌·[学无子]·见	hde
凳	2680	17998	癶·豆·几	tfw
梭	2681	38844	木·厶·夊	sor
丫	2682	48161	丷·丨·丨	sds
姬	2683	120344	女·[颐字旁]·[颐字旁]	gvc
诏	2684	21456	讠·召·召	ita
钮	2685	19850	钅·乚·[里无日]	twa
棺	2686	16376	木·宀·㠯	slp
耿	2687	44608	耳·火·火	xxh
缔	2688	7850	纟·[帝字头]·巾	yyf
懈	2689	7982	忄·角·牛	qip
嫉	2690	10114	女·疒·矢	gkf
灶	2691	42977	火·土·土	xat
匀	2692	69897	勹·冫·冫	ffb
嗣	2693	54613	口·[扁字心]·[同字心]	jgm
鸽	2694	38282	合·鸟·鸟	qln
澡	2695	36178	氵·口·木	ojs
凿	2696	18460	业·[南字心]·凵	lik
纬	2697	50362	纟·韦·韦	ylw
