warning: The `fitz` API is deprecated and will be removed in future. Use `import pymupdf` instead.
(233.4, 517.3, '\ue034', 3.9)
(240.4, 70.1, '爪', 5.9)
(240.4, 85.9, '牙', 5.9)
(240.4, 178.5, '也', 5.9)
(240.4, 190.3, '尤', 5.9)
(241.3, 80.0, 'u', 4.9)
(241.3, 95.7, 'y', 4.9)
(241.3, 184.4, 'y', 4.9)
(241.3, 200.1, 'y', 4.9)
(242.2, 76.0, '爫', 3.9)
(242.2, 91.8, '㸦', 3.9)
(242.2, 196.2, '尢', 3.9)
(249.3, 70.1, '㐄', 5.9)
(250.2, 80.0, 'y', 4.9)
(251.1, 76.0, '\ue411', 3.9)
(292.7, 97.2, 'Z', 7.9)
(292.7, 151.4, 'X', 7.9)
(292.7, 205.6, 'C', 7.9)
(292.7, 259.7, 'V', 7.9)
(292.7, 313.9, 'B', 7.9)
(292.7, 368.1, 'N', 7.9)
(292.7, 422.3, 'M', 7.9)
(295.2, 477.9, '取', 5.9)
(295.2, 483.8, '码', 5.9)
(295.2, 489.7, '规', 5.9)
(295.2, 495.7, '则', 5.9)
(303.6, 477.9, '单', 5.9)
(303.6, 483.8, '字', 5.9)
(303.6, 489.7, '根', 5.9)
(303.6, 495.7, '字', 5.9)
(303.6, 501.6, '：', 5.9)
(303.6, 507.5, '字', 5.9)
(303.6, 513.4, '根', 5.9)
(303.6, 519.3, '+', 5.9)
(303.6, 525.2, '音', 5.9)
(303.6, 531.1, '托', 5.9)
(303.6, 537.0, '+', 5.9)
(303.6, 542.9, '音', 5.9)
(303.6, 548.9, '托', 5.9)
(304.5, 97.2, '辰', 5.9)
(304.5, 109.0, '丶', 5.9)
(304.5, 120.8, '革', 5.9)
(304.5, 151.4, '比', 5.9)
(304.5, 167.1, '歹', 5.9)
(304.5, 205.6, '冖', 5.9)
(304.5, 217.4, '虫', 5.9)
(304.5, 233.1, '谷', 5.9)
(304.5, 279.4, '圭', 5.9)
(304.5, 313.9, '艹', 5.9)
(304.5, 379.9, '白', 5.9)
(304.5, 391.7, '朿', 5.9)
(304.5, 422.3, '召', 5.9)
(304.5, 449.9, '夫', 5.9)
(304.6, 259.7, '\ue067', 5.9)
(304.6, 368.1, '\ue063', 5.9)
(304.6, 434.1, '\ue800', 5.9)
(305.3, 103.1, 'c', 4.9)
(305.3, 114.9, 'd', 4.9)
(305.3, 126.7, 'g', 4.9)
(305.3, 161.2, 'b', 4.9)
(305.3, 184.9, 'd', 4.9)
(305.3, 211.5, 'b', 4.9)
(305.3, 227.2, 'c', 4.9)
(305.3, 239.0, 'g', 4.9)
(305.3, 273.5, 'c', 4.9)
(305.3, 285.3, 'g', 4.9)
(305.3, 355.3, 'c', 4.9)
(305.3, 374.0, 'b', 4.9)
(305.3, 385.8, 'b', 4.9)
(305.3, 397.6, 'c', 4.9)
(305.3, 428.2, 'a', 4.9)
(305.3, 443.9, 'e', 4.9)
(305.3, 459.7, 'f', 4.9)
(306.2, 173.0, '歺', 3.9)
(306.2, 180.9, '攴', 3.9)
(306.2, 323.8, '廾', 3.9)
(306.2, 327.7, '卅卌卝', 3.9)
(306.2, 339.5, '丱', 3.9)
(306.2, 347.4, '卄', 3.9)
(306.2, 455.8, '龹', 3.9)
(306.3, 157.3, '\ue839', 3.9)
(306.3, 177.0, '\ue098', 3.9)
(306.3, 223.3, '\ue0c1', 3.9)
(306.3, 265.6, '\ue814\ue98a', 3.9)
(306.3, 319.8, '\ue050', 3.9)
(306.3, 343.5, '\ue112', 3.9)
(306.3, 351.4, '\ue44c', 3.9)
(306.3, 440.0, '\ue82f', 3.9)
(312.0, 477.9, '两', 5.9)
(312.0, 483.8, '字', 5.9)
(312.0, 489.7, '根', 5.9)
(312.0, 495.7, '字', 5.9)
(312.0, 501.6, '：', 5.9)
(312.0, 507.5, '首', 5.9)
(312.0, 513.4, '根', 5.9)
(312.0, 519.3, '+', 5.9)
(312.0, 525.2, '次', 5.9)
(312.0, 531.1, '根', 5.9)
(312.0, 537.0, '+', 5.9)
(312.0, 542.9, '音', 5.9)
(312.0, 548.9, '托', 5.9)
(313.3, 97.2, '户', 5.9)
(313.3, 120.8, '巾', 5.9)
(313.3, 151.4, '广', 5.9)
(313.3, 163.2, '古', 5.9)
(313.3, 175.0, '火', 5.9)
(313.3, 205.6, '高', 5.9)
(313.3, 259.7, '乃', 5.9)
(313.3, 275.5, '七', 5.9)
(313.3, 313.9, '旦', 5.9)
(313.3, 325.7, '正', 5.9)
(313.3, 337.6, '缶', 5.9)
(313.3, 379.9, '责', 5.9)
